Date,Price,Open,High,Low,Change %
25-Feb-19,"1,327.13","1,328.89","1,332.80","1,325.15",-0.05%
22-Feb-19,"1,327.80","1,323.51","1,333.41","1,321.39",0.32%
21-Feb-19,"1,323.49","1,338.59","1,341.71","1,321.99",-1.12%
20-Feb-19,"1,338.49","1,341.24","1,347.11","1,336.79",-0.20%
19-Feb-19,"1,341.17","1,326.25","1,342.11","1,322.63",1.08%
18-Feb-19,"1,326.90","1,321.41","1,328.05","1,320.60",0.42%
15-Feb-19,"1,321.41","1,312.64","1,322.76","1,311.17",0.68%
14-Feb-19,"1,312.55","1,306.17","1,314.70","1,302.88",0.49%
13-Feb-19,"1,306.19","1,310.89","1,318.36","1,304.80",-0.36%
12-Feb-19,"1,310.90","1,308.22","1,315.10","1,306.44",0.20%
11-Feb-19,"1,308.32","1,314.55","1,315.01","1,303.69",-0.44%
08-Feb-19,"1,314.06","1,310.13","1,316.05","1,307.53",0.30%
07-Feb-19,"1,310.09","1,306.19","1,312.27","1,302.53",0.30%
06-Feb-19,"1,306.22","1,315.02","1,316.16","1,305.70",-0.67%
05-Feb-19,"1,315.02","1,311.73","1,317.13","1,310.59",0.25%
04-Feb-19,"1,311.75","1,318.13","1,319.11","1,308.50",-0.47%
01-Feb-19,"1,318.00","1,320.93","1,323.82","1,315.94",-0.22%
31-Jan-19,"1,320.94","1,319.87","1,326.65","1,317.39",0.08%
30-Jan-19,"1,319.91","1,311.95","1,323.67","1,308.81",0.61%
29-Jan-19,"1,311.93","1,303.53","1,312.34","1,302.45",0.64%
28-Jan-19,"1,303.53","1,303.82","1,304.79","1,297.54",0.02%
25-Jan-19,"1,303.22","1,280.93","1,303.78","1,279.71",1.74%
24-Jan-19,"1,280.94","1,282.42","1,285.19","1,276.79",-0.11%
23-Jan-19,"1,282.40","1,285.04","1,286.90","1,278.40",-0.21%
22-Jan-19,"1,285.04","1,279.94","1,285.84","1,277.21",0.37%
21-Jan-19,"1,280.28","1,281.64","1,283.95","1,276.58",-0.09%
18-Jan-19,"1,281.49","1,291.88","1,292.73","1,280.49",-0.81%
17-Jan-19,"1,291.90","1,293.55","1,295.62","1,288.67",-0.13%
16-Jan-19,"1,293.52","1,289.11","1,295.22","1,287.77",0.33%
15-Jan-19,"1,289.31","1,291.73","1,295.03","1,286.60",-0.19%
14-Jan-19,"1,291.73","1,287.70","1,296.21","1,287.45",0.29%
11-Jan-19,"1,288.00","1,286.30","1,295.55","1,286.01",0.13%
10-Jan-19,"1,286.38","1,293.13","1,297.47","1,285.99",-0.52%
09-Jan-19,"1,293.13","1,285.36","1,294.25","1,279.90",0.61%
08-Jan-19,"1,285.35","1,288.68","1,290.44","1,279.10",-0.26%
07-Jan-19,"1,288.67","1,286.01","1,295.42","1,282.53",0.29%
04-Jan-19,"1,284.92","1,294.04","1,298.68","1,276.66",-0.70%
03-Jan-19,"1,293.99","1,284.80","1,295.11","1,284.17",0.72%
02-Jan-19,"1,284.77","1,282.30","1,288.93","1,278.59",0.17%
01-Jan-19,"1,282.61","1,282.78","1,283.05","1,282.52",-0.02%
